Apple 아이폰 14 프로 맥스 256GB [자급제],"3,000,000원",https://cr.shopping.naver.com/adcr.nhn?x=q%2FADGPP6FCQw2taeJbhE9v%2F%2F%2Fw%3D%3DsCciZ3TccW6JnNSB8icBdUjq5tIFr1HaVet6TwBZkFTMZnZjrU3FzcM6ySRl%2FH7JPxtol95P5E6KfxvhK1uz0g715TXt7RaTt3wYJQCechMGwkozebsGv0RyFvx7T0H%2FtNjL2dtpzHmCBp%2BbnmzSrQci30QtKP1mA7BYZPpxeJLexWvZfe2todmJfmpbNrXnqHS6vBH%2B26nY3DrBdNTdLO7ix7jXt7MNVc9AIu4EfDZlNEwRr%2B3STfYHGn%2FB5b3e40GG%2BpVLTdl7Kf67ARQxQKfpdX3WbFkTDlH6jEpSAcw1r6kdrp7BvT8OlwZ7P37YyZp%2FuhVWf5tMOyu5R2EADu2HxSJt5VTUpQLu9QEC6mITUQvs8GHq%2Bj7OvUNvyviyxNuI4LFTY2WqFtIXruPOH2d6G3o9lWMVT9K5sskSlZrMEdLuJh13gFOuABI1CabywiMtqxTJsTfi%2F6Z%2FRG7FK7mn2a%2BVfQD8FsYi0Ypk%2BtxF6jvySWdAuqdDBn5xzOS4Io64ifB9DVeZ8ffla9GlFdgENoPQlPMwK1qxpeyxOSx3L9by8i7VHvZwlnQnPC0dJEs8cFUTVf2EXpmSuc9bAhOKrGX%2BP1az2sPV3vMLCNGAoqnatGLNM0Os4OUXILye9aGimR4pR27mrh1IoDTOSgA%3D%3D&nvMid=34561927619&catId=50001519
Apple 아이폰 14 플러스 128GB [자급제],"1,282,490원",https://cr.shopping.naver.com/adcr.nhn?x=Hq5qnc8J1R9o7jYZlJY1iv%2F%2F%2Fw%3D%3DskpmjR1NTf9aA%2BSrJAz3e0oKF3BvNauhCBt%2FTNlDCcR8ZnZjrU3FzcM6ySRl%2FH7JPRCTbcF8BmX4p7efsU4c%2BGL15TXt7RaTt3wYJQCechMGwkozebsGv0RyFvx7T0H%2FtNjL2dtpzHmCBp%2BbnmzSrQci30QtKP1mA7BYZPpxeJLexWvZfe2todmJfmpbNrXnqIjnZHz9Rql%2BRNAR1bxG7%2F7ix7jXt7MNVc9AIu4EfDZlNEwRr%2B3STfYHGn%2FB5b3e40GG%2BpVLTdl7Kf67ARQxQKfpdX3WbFkTDlH6jEpSAcw1r6kdrp7BvT8OlwZ7P37YyZp%2FuhVWf5tMOyu5R2EADu7hXSR80pOhUVPJHqg6VUvDUQvs8GHq%2Bj7OvUNvyviyxNuI4LFTY2WqFtIXruPOH2fD21JvgvUzW%2BzFptdvyTcIEdLuJh13gFOuABI1CabywiMtqxTJsTfi%2F6Z%2FRG7FK7tnAB3JrBreBqCA%2FIdH2YrMPVL%2B%2Frl5PLPXtI0kaP8PkmKdeEMdUbtmzDI4Aa7HQcTanGKVphXzYem4F7XYZcJJJp%2FnW1vlc%2FkrfPdJptn6Pj%2FaM5nVf1rOXk0fVU4woW8KpbIynug7WMMC34B%2BjOXrZZwz1tosLMtLL%2Fm4y4xRWgqgOvq6z5EpEI5N2xav1Mg%3D%3D&nvMid=34562379623&catId=50001519
[아이폰] 애플 아이폰14 프로 256GB 미개통 새상품,"1,694,000원",https://cr.shopping.naver.com/adcr.nhn?x=51Nck%2BW7BS%2B2x8YwvB4kSP%2F%2F%2Fw%3D%3DsKo8Z1lR%2FM8kA6yYJAvfDH97w6wtQJiGmrBSYyy27bITzrIoIuj9lIGxoqpn2j8WfDXUSeYlGRnWfG6vTURBrOAvxJu5cSTvLcrEc53HbNbbUEbLbhWTPbILCCxZXM6tbnVwkcKaA1WLLJnGDw4i6Qxv5PZtYmS%2BmNvXLXF9nEnGUNUv65oeq781FR%2FMJQKy4X9M6JenI5WxqDuF87gsdRF1QkOgf7h4Fkv8l4zJ0VLJqTF9aoUSC9EMpTYOpbddFNqOPGRaclpU1FVk%2Fz8jlo1gES2XEvhYYeVGKhWntA9%2BrilkDeG%2B1rLU11UaeFf3disext5K2yYkF868rsMDqidwq54nWkjEZboJLd9pjcRUHo3MA%2F1FSBVpwj3VuRd9Tf5S5ycDGuwbfEdv1A6kKwqqspdxD9tZ6FdHcpje5xID4Rrrs8AbjMzUWm%2B4alAkJ%2F5Zn%2BQc78IVFvaSUjB0Kev0Kn4GBj8nSrN%2FkkBLMqESpmbzIO9Lg9qcZ8gdmVYVqLhxXN1oCTuGT%2Bo%2F%2FCH18GUnkj%2FRYmnP6KQzoPswD39MGhL4rjed1CTp9Ae0koTqXeSXpG4ZRITeCsXZJmfEL4xeZymCTyMnRkQOzNkTuH%2BjjbtmitzD%2BbxalaWvRlXyLBl9eJprWCgetBT6jxwt%2FUAegVdTuusnUj4PCrEidrG9B0CIl3BeKsFF2drF%2B%2BsFv&nvMid=34962648323&catId=50001519
애플 아이폰14 프로 256GB SKT 기기변경 선택약정 89요금제 사전예약,"1,615,000원",https://cr.shopping.naver.com/adcr.nhn?x=DXNe3L9G92k3aviNOxxllP%2F%2F%2Fw%3D%3DsLpcxQwSN4WYrpN3FdMARQ7D51k3GK5%2BJabKCEZqHxFcZnZjrU3FzcM6ySRl%2FH7JP6wC9TaZ361vTAD%2BGruoYWb15TXt7RaTt3wYJQCechMGwkozebsGv0RyFvx7T0H%2FtNjL2dtpzHmCBp%2BbnmzSrQfu6oAkTGETHMs8EuiNceQu7Hxe1jZxPZke3vIE1zCs5LyypsF1AOw3nBS2zd6pRxDySF3lbTw609QEJlxVZSK7tFhQzD%2FEJ8djBzoCnZvorywzmTmRvGD%2FgZYTjyHvRo3rTXr7Kn13ziv%2BL7HuG0pJthTvU%2F05au0wXf8ba3f3aenMWKCyLivT3hTa0eQ6jngM3o7z%2BVpHWfgD6irdsNIXBz7%2BORHa%2BX777%2F5U82WuFNyUHN%2Bebwxe85nY5k4DqduRAQa%2FNMid5uroNAPhM1o0pqKrfV6tsuZtspPK5aGrUqrX4LXQTfj2Wdr5ifdYkrBHS4H%2BnDsakWkhoHx%2BzeTerBsr40uOCEKhwZbijibmwfi31Tl4SWJV0z8kOCVCKP15toIpr4eZddz0SmCZTB6nxIbW6mpoiTfu68QrqiWRWPn5X76gOvhTUNtQBUQabvfWgM2X%2BLakemJ4Q8fWgQdI9jwI207JRMWZoqOSRGaJ12akNhGhi2Ybz1i0CcTUqLhRNdoXVcqhQqbt1ixw6a8L7lJ6hNA8TsQAG8EFUkpA2QQd7TTAJ6zBM1xfnCD1InhGdn9E4nDuVzfAqNTIkZyiCqA6%2BrrPkSkQjk3bFq%2FUy&nvMid=34564078033&catId=50000246
[아이폰] 애플 아이폰14 프로맥스 256GB 미개통 새상품,"1,892,000원",https://cr.shopping.naver.com/adcr.nhn?x=mM9x%2BaLqbylNOuiD5bgWYP%2F%2F%2Fw%3D%3Ds5FkRXpsYRBysBli9j1%2FsA2GIC22%2BokuBv9vnLnicaO0ZnZjrU3FzcM6ySRl%2FH7JPFynp0RD6BoclBjPQx3l%2Fm715TXt7RaTt3wYJQCechMGwkozebsGv0RyFvx7T0H%2FtNjL2dtpzHmCBp%2BbnmzSrQcRtV6%2BUNMOsqshYZazgRclp4DGxJcjC91W15IQ6y0Ty%2Fo5zG0s4n5YIo4YIEXXTBbVkPn0oQGaenQy8E8eDpVHFkkZgzrz8LKbvutlyKB%2BT1JttgEd83fK%2F7TSLaCwXK1xr1MzCwSs370Yj398XXssDN6O8%2FlaR1n4A%2Boq3bDSFwc%2B%2FjkR2vl%2B%2B%2B%2F%2BVPNlrhTclBzfnm8MXvOZ2OZOA6nbximHjGlx%2BKfHtbpDMM6n1rxn3FgoB55e6wbEyBHEnRAGy%2B%2FkRkm3rWZcBPHKdQUq5kb%2B41Lni%2Fq2%2FeW%2Fbt5wK8t2xit4ZgylaeXSgI7EyS6%2BH1KLCE%2BK5ye6tobARhNBk6CRJWLkE5gaiHmaZSisQb9%2BlurgaSlD%2FiHFox%2ByFXVcCHe6XkKmdMYQBG2%2B37vgL6nrfebnckJCqgqS%2F1UnI6EqqHu64Z7KYVrFNq3FS7lT%2BRi6sRRZiEDwaPsa2fstlNzdJFgkoR1MOL3Zb6EWFsORge5jXrx9BrGZ1RdpOn2O1YeyNOTNfK07N1ZvgSNfke%2FVP%2BgM94BPZkP5YJ%2Bex&nvMid=34972375888&catId=50001519
아이폰 사전예약 14 프로 256GB 자급제 실버 GS,"2,090,000원",https://cr.shopping.naver.com/adcr.nhn?x=NzJic7nYQWtD2bI22BiSS%2F%2F%2F%2Fw%3D%3DsxrgHBb6XeJxG4XGCQYST9I8yLfJYEhdvVd9Rzx6d4uXzrIoIuj9lIGxoqpn2j8WfShFYT%2BJZZ05YTeRzzeb2XwvxJu5cSTvLcrEc53HbNbbUEbLbhWTPbILCCxZXM6tbAKFEfA9fdNT3xEOqRmNO38j%2FdcXeK4zHpuWdvA8cmNSWtcgxh%2FsOYl4JgAkU%2F9XhcOm4UoSDQKtQs0uez7oCAGwz4HvOeOXNGisECu%2FbFJOMoYn7Bwe1Au%2BiqPSyF8gSk8cc59m1BOeio2g4sehygCCJCyJE0z6BSyGldPv5gTWgSwhF5fm2xugAQA7dfUwAw6ZjbtkbN7RD61dGUzg7G1qsmhWtsS26cBgiQoajA6qKm1KxD0aQROKXul0m0Y4mv9OAQbFvoz00Z8EOdVfO2WxeDmVS9kP3MLsWL1Ykk4cpnfYFkVg6W5SZXhNC89iMIcE7ONtcdOnPfQltEK2Z8zMPaCYB92brD2i0zpAugGP1nAZ0HVYFqRQfZMHrPEnCfQ8dkhd0PQn1o9NELTp7IwWKpGpLzMwLleNrRpMs3BvQONf0nnuMTbwtOfe6rXf4gzKtkb5SZq6pWvG2pTK6W8vTtug4vCjEvohqOyQz59nBlS9RMOR7IicJk5nx6EUE8TKA%2FwU83kxAH44UV5AgVWhopkeKUdu5q4dSKA0zkoA%3D&nvMid=34608447857&catId=50001519
Apple 아이폰 14 프로 128GB [자급제],"3,000,000원",https://cr.shopping.naver.com/adcr.nhn?x=HLCMeJgKGrPX0l1zdp6A%2Fv%2F%2F%2Fw%3D%3DsC%2FI27O7zKoVPhmvFs%2FfiPS8WMVYDKwnGVEIXQ3TmepjzrIoIuj9lIGxoqpn2j8WfEq4oQ%2FWI8gP7AngKY7RFaQvxJu5cSTvLcrEc53HbNbbUEbLbhWTPbILCCxZXM6tb3M2z7RFzFSRVQFSBf1qG%2FUPg%2F6PYJW9LpCSumzPJoiiI9aZyW4hhCgmcrsQhWGWGUqlq%2FaigcbGDbAqhz3Q%2F8%2FKAXVfyDB1yTbVYYpYzcFnUHxlEatbmVq7jmztE%2Fyws2x5DAcm55SB0HDXzmGe%2BOwM3o7z%2BVpHWfgD6irdsNIXBz7%2BORHa%2BX777%2F5U82WuFQKqT6kqRQCkn%2FWvq3tTzqMw1CEEAVPmP3wZv8PtzOnT1QQzCLreNp8sjPDBjStixmJdtCykjUzUGizVAQsHFYinmRdiDwRL1KZj1w6aCc%2BNFiBdPxTSuvYOb67FAYBAG4FlkNHDteHjWNuj%2BRn12I9H7zvJOZf1oQltdHY%2FmPwdD%2FkFMO4s7sTx4sbc7XXXQXl52Fau8IG2vBoGlpFl9NP4YAdz%2F9nGvA%2FwvRse36AdPwCXFJiRdosf3os3K%2FWn1aVAW7DL6dVXxkeeEDTc%2BPyzMVWnoH7uWrlYpFhUKlmUDfkLIyuldBS3f8m8e6nLmzUhNzs2VE%2B%2Bisqs3JAEppg%3D%3D&nvMid=34558906623&catId=50001519
해외아이폰14 Pro / Pro Max iPhone14 미국직구 무음카메라,"1,779,000원",https://cr.shopping.naver.com/adcr.nhn?x=Ms51c0dKp6uCuFITARlSMv%2F%2F%2Fw%3D%3DsIT7CaiVtYUMzQ1TS2SqhKlDke%2Baco10szliykaENCac1yF%2BGZ396IKxRu7%2BmKAauLzaZC%2FMAoCEvZdzX2Kz%2FMtnQRS9rJFUtraSkWt1ZJMW7R5gAiEWV4ay2aR6WqDf3WsK%2BwOAVXC8KGJlxeInApYZYgwI2fs40XR%2FERq%2FGNyfWK4fiV391hyKbNzjTTmNIBJdMUBwi2iaBgGuFA4iULJBwjdXMy0DvSaYCtGUC%2FYz84irqoupb5cHtoCFQH9lAJV03cukp%2F9sq6JmLvPVclDmambDlBNohuzUAmkcCcAw0uFlSKBKQ2%2BCh9xgjec8NXa1PYAb0zmPF1cRoKRscXS9iNknJ%2FLD1dlCUhDGpaN166eh0CPapkwkxYpXRp2d%2BVvvTE4ug5zIElwKkPN5YuZIXOq5v7vlAQ%2BQ5CdsJrD7blGKv6Tu8xheAnwkdZf8YZ6WsdBYZ7Fc2RyTlBHzYPfd70gRqmDwtYu9FcdWJ4%2B9c4jwqwnVrRL8b094XXE0eOLjFpDaLZ8uIKIl1NFEstSb4nhRNkJYo6kHk3UeSxuO1SQRNv37JxBGmsXZHxIdsyMk%2BV2BYyj2xs8lS7IMdy5h6ICzYSvD6GDIIBYAuXyoGruH08DlKshetxY8KUEZb&nvMid=83251553577&catId=50001519
아이폰 SKT 아이폰14프로 iphone14 pro 제휴카드/플래티넘/사은품,"923,000원",https://cr.shopping.naver.com/adcr.nhn?x=UnK1DJxjCzmsGcC122C3xf%2F%2F%2Fw%3D%3Dszxs1PEmtNIhuZtdUy4GLBaaen9OCLHoeCk2XFTfTFizzrIoIuj9lIGxoqpn2j8Wfpzq7QGSCXnboAIxZ%2BduxkwvxJu5cSTvLcrEc53HbNbbUEbLbhWTPbILCCxZXM6tbAKFEfA9fdNT3xEOqRmNO38j%2FdcXeK4zHpuWdvA8cmNSWtcgxh%2FsOYl4JgAkU%2F9XhcOm4UoSDQKtQs0uez7oCAGwz4HvOeOXNGisECu%2FbFJM4RqQcixGFr8UxPIY4Jv35k8cc59m1BOeio2g4sehygCCJCyJE0z6BSyGldPv5gTWgSwhF5fm2xugAQA7dfUwAw6ZjbtkbN7RD61dGUzg7G1qsmhWtsS26cBgiQoajA6ppgZcaCv%2BEJyWnd39VnJ61v9OAQbFvoz00Z8EOdVfO2RcslTx40eBDk3fa1353GSvfZjyEufcUA9oY4m3yYvDSIcE7ONtcdOnPfQltEK2Z84kH%2BPkS8F%2Fvv%2F8OGmVERyDm4csy%2BsLtnlXcAsazrKokmDdwsA7TIqMnRL0s3p6cpkoKI9QGojmGlw8EsU8%2BEZtkeOWvBwsugyZYKhj98zIxD5uQclc31BPb0C3zc45Vqyipr6r1OGuYkCjlMePcxVTmELFO07QEQYUyi%2Bk709RTKOqqWwnhORVpnKDMDOH4o4iwgOd2r%2Bq%2Fk9DtktgkHcMDfkLIyuldBS3f8m8e6nLmzUhNzs2VE%2B%2Bisqs3JAEppg%3D%3D&nvMid=34835313295&catId=50000246
SK아이폰14 프로맥스 플러스/정식출시/Apple i-Phone14pro max plus,"1,085,500원",https://cr.shopping.naver.com/adcr.nhn?x=fiF4RvlGdgzUKS2MpYqc2P%2F%2F%2Fw%3D%3DsHjKGjYGtvPOEjbUjZsZS703CHyisn2lWdVRa2KaFkBbzrIoIuj9lIGxoqpn2j8Wf3C84gOtqYOnKuywiJMEtuwvxJu5cSTvLcrEc53HbNbbUEbLbhWTPbILCCxZXM6tbpnn4T6G7Et%2BtkWw7RN9WCRNIAgQtCcZ9iPoDTtitHvZHYLeCpGuAcrPqKLTqOeuImhwHYfvNqbolNCtldtycAbJCU8gUzwsMYDCy00vLcJp04hXeJQ1j9RAdt%2FFLjRXZ1QekUY5YnqZoUIQNITRy3z9rXyqENDUD8omnd%2BAEOivf3Vb8LXDlJWzaxi1N0VJ6c79zjzqioW6JrZc%2Ff%2F5piERXDyPzu3Pl%2BGfIVgk6eQYXLJU8eNHgQ5N32td%2Bdxkrj9MQMPEgC6KMfHs7c0yCjo0sd%2Ff7zrlTRGuSd7u243lzxKGGQRO7PNumg3B9uVviJV%2BrUvf8L8xjTaiTsW3buuKGUCK%2BUi1NTDdd9w%2B3w67ib91DzfIjfZAgZdbhl17wfBIDg4DsGxatsKblbwKQSRnlxaJHGU7%2FohmDGnk0qpJo5ERkmJ%2FO45oIF%2FTOy50D5hCxTtO0BEGFMovpO9PUUzWACiEdR7%2FBagiiv8KnBafJtrlvBYDHriNNxudi03Fib1NmOoRBMBsXNQGXzjfbC%2BFUQB%2FrDAzm2q1KHRsHkfE%3D&nvMid=32923981942&catId=50000246
